Company Name,Exchange:Ticker,Ticker,Company Type,Primary Exchange,Secondary Listings,Geographic Locations,Market Cap USDmm Latest,Security Tickers,Primary Sector,Industry Classifications,Headquarters Country/Region,CIK,Equity Currency
"Uber Technologies, Inc.",NYSE:UBER,UBER,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),152150.8,NYSE:UBER; SET:UBER06; SWX:UBER; TSX:UBER; WBAG:UBER; WSE:UBER; XTRA:UT8; BASE:UBERD; BASE:UBER; BIT:1UBER; BMV:UBER *; BOVESPA:U1BE34; BST:UT8; BVC:UBERCO; BVL:UBER; DB:UT80; DB:UT81; DB:UT8; KAS:UBER_KZ; LSE:0A1U,Industrials,"Ground Transportation (Primary); Industrials (Primary); Livery Service (Primary); Motor Vehicle Rental and Leasing (Primary); Passenger Ground Transportation (Primary); Road Transportation of Passengers (Primary); Taxicab (Primary); Transportation (Primary); Advertising; Air Freight and Logistics; Air Freight and Logistics; Cargo Ground Transportation; Communication Services; Consumer Discretionary; Consumer Services; Food Delivery Services; Hotels, Resorts and Cruise Lines; Hotels, Restaurants and Leisure; Limited Service Restaurants; Media; Media and Entertainment; Online Transportation Booking Services; Restaurants; Road Transportation of Freight",United States,0001543151,US Dollar
Pfizer Inc.,NYSE:PFE,PFE,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),151708.5,NYSE:PFE; SET:PFIZER19; SNSE:PFE; SNSE:PFECL; SWX:PFE; TSX:PFE; WBAG:PFE; XTRA:PFE; BASE:PFE; BASE:PFED; BIT:1PFE; BMV:PFE *; BOVESPA:PFIZ34; BUL:PFE; BVC:PFECO; BVL:PFE; DB:PFE; DB:PFEB; DB:PFE1; KAS:PFE_KZ; LSE:0Q1N,Health Care,"Cardiovascular Drugs (Primary); Central Nervous System Drugs (Primary); Gastrointestinal Drugs (Primary); Generic Pharmaceuticals (Primary); Health Care (Primary); Oncology Drugs (Primary); Pharmaceutical Contract Manufacturing Services (Primary); Pharmaceutical Products (Primary); Pharmaceuticals (Primary); Pharmaceuticals (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Respiratory Drugs (Primary); Vaccines (Primary); Biological Products; Biotechnology; Biotechnology",United States,0000078003,US Dollar
ConocoPhillips,NYSE:COP,COP,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),151588.8,NYSE:COP; SWX:COP; SWX:COP; WBAG:COPH; XTRA:YCP; BIT:1COP; BMV:COP *; BOVESPA:COPH34; BVL:COP; DB:YCP; DB:YCP0; KAS:COP_KZ; LSE:0QZA,Energy,"Energy (Primary); Energy (Primary); Oil and Gas Exploration and Production (Primary); Oil and Gas Production (Primary); Oil, Gas and Consumable Fuels (Primary)",United States,0001163165,US Dollar
Southern Copper Corporation,NYSE:SCCO,SCCO,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),150550.4,NYSE:SCCO; BASE:SCCO; BMV:SCCO *; BUL:PCU; BVC:SCCOCO; BVL:SCCO; DB:PCU; LSE:0L8B,Materials,"Copper (Primary); Copper Ores (Primary); Materials (Primary); Materials (Primary); Metals and Mining (Primary); Primary Smelting And Refining Of Copper (Primary); Secondary Smelting And Refining Of Copper (Primary); Coal and Consumable Fuels; Diversified Metal Ores; Diversified Metals and Mining; Energy; Energy; Gold; Gold Ores; Lead Ores; Oil, Gas and Consumable Fuels; Silver; Silver Ores; Smelting and Refining of Diversified Metals ; Zinc Ores",United States,0001001838,US Dollar
Corning Incorporated,NYSE:GLW,GLW,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),145603.0,NYSE:GLW; SWX:GLW; WBAG:GLW; XTRA:GLW; BASE:GLW; BIT:1GLW; BMV:GLW *; BOVESPA:G1LW34; DB:GLW; LSE:0R2X,Information Technology,"Electronic Components (Primary); Electronic Components (Primary); Electronic Equipment, Instruments and Components (Primary); Information Technology (Primary); Technology Hardware and Equipment (Primary); Automobile Components; Automobiles and Components; Automotive Parts and Equipment; Cable Network Equipment; Capital Goods; Chemicals; Commodity Chemicals; Communications Equipment; Communications Equipment; Consumer Discretionary; Containers and Packaging; Electrical Components and Equipment; Electrical Equipment; Electronic Equipment and Instruments; Glass Packaging; Health Care; Industrial Machinery and Supplies and Components; Industrials; Life Sciences Tools and Services; Life Sciences Tools and Services; Machinery; Materials; Materials; Measuring, Analyzing, and Controlling Instruments; Metal, Glass and Plastic Containers; Networking Equipment; Optical Networking Equipment; Pharmaceuticals, Biotechnology and Life Sciences; Polymers; Silicones; Telecommunications Equipment; Telephone and Telecommunications Equipment",United States,0000024741,US Dollar
"Marvell Technology, Inc.",NasdaqGS:MRVL,MRVL,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),144775.3,NasdaqGS:MRVL; SET:MRVL06; SET:MRVL80; SET:MRVL23; SWX:MRVL; WBAG:MRVL; XTRA:9MW; BASE:MRVL; BIT:19MW; BMV:MRVL1 *; BOVESPA:M2RV34; DB:9MW; LSE:0ACJ,Information Technology,Analog and Mixed Signal (Primary); Digital (Primary); Information Technology (Primary); Interface Circuits (Primary); Memory Chips (Primary); Microcontroller (Primary); Microprocessors (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Communications Equipment; Communications Equipment; Network Adapters; Networking Equipment; Routers and Switches; Technology Hardware and Equipment,United States,0001835632; 0001058057,US Dollar
QUALCOMM Incorporated,NasdaqGS:QCOM,QCOM,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),142924.7,NasdaqGS:QCOM; SET:QCOM06; SNSE:QCOMCL; SNSE:QCOM; SWX:QCOM; TSX:QCOM; WBAG:QCOM; XTRA:QCI; BASE:QCOM; BASE:QCOMD; BIT:1QCOM; BMV:QCOM *; BOVESPA:QCOM34; BUL:QCI; BVL:QCOM; DB:QCI; DB:QCI0; KAS:QCOM_KZ; LSE:0QZ3,Information Technology,Digital (Primary); Information Technology (Primary); Microcontroller (Primary); Semiconductors (Primary); Semiconductors and Semiconductor Equipment (Primary); Semiconductors and Semiconductor Equipment (Primary); Asset Management and Custody Banks; Capital Markets; Communications Equipment; Communications Equipment; Financial Services; Financial Services; Financials; Investment Services and Holding Companies; Multi-Sector Holdings; Operating System Software; Patent Owners and Lessors; Software; Software and Services; Systems Software; Technology Hardware and Equipment; Wireless Devices Software,United States,0000804328,US Dollar
"Salesforce, Inc.",NYSE:CRM,CRM,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),141768.7,NYSE:CRM; SET:CRM01; SET:CRM06; SET:CRM80; SNSE:CRM; SWX:CRM; TSX:CRM; WBAG:CRM; XTRA:FOO; BASE:CRM; BASE:CRMD; BIT:1CRM; BMV:CRM *; BOVESPA:SSFO34; BUL:FOO; BVL:CRM; DB:FOO; DB:FOO0; DB:FOO1; KAS:CRM_KZ; LSE:0QYJ,Information Technology,Application Hosting Services (Primary); Application Service Providers (ASPs) (Primary); Application Software (Primary); Customer Relationship Management (CRM) (Primary); Information Technology (Primary); Software (Primary); Software and Services (Primary); Advertising; Communication Services; Marketing Services; Media; Media and Entertainment,United States,0001108524,US Dollar
"Palo Alto Networks, Inc.",NasdaqGS:PANW,PANW,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),140473.3,NasdaqGS:PANW; SET:PANW80; SWX:PANW; TASE:CYBR; TSX:PANW; WBAG:PANW; XTRA:5AP; BASE:PANWD; BASE:PANW; BIT:1PANW; BMV:PANW *; BOVESPA:P2AN34; BVL:PANW; DB:5AP; DB:5AP0; LSE:0KF5,Information Technology,Information Technology (Primary); Software (Primary); Software and Services (Primary); Systems Software (Primary); Application Hosting Services; Application Service Providers (ASPs); Application Software; Communications Equipment; Communications Equipment; Consumer Discretionary; Consumer Services; Diversified Consumer Services; Education Services; Firewall; Information Technology (IT) Consulting; IT Consulting and Other Services; IT Services; Networking Equipment; Specialty Educational Services; Technology Hardware and Equipment,United States,0001327567,US Dollar
"Lowe's Companies, Inc.",NYSE:LOW,LOW,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),138077.9,NYSE:LOW; WBAG:LOWE; BIT:1LOW; BMV:LOW *; BOVESPA:LOWC34; BRSE:LWE; DB:LWE; LSE:0JVQ,Consumer Discretionary,"Building Product and Home Supply Stores (Primary); Consumer Discretionary (Primary); Consumer Discretionary Distribution and Retail (Primary); Hardware Stores (Primary); Home Improvement Retail (Primary); Lawn and Garden Supply Stores (Primary); Online Appliance Retail (Primary); Online Building Product and Home Supply Retail (Primary); Online Lawn and Garden Supply Retail (Primary); Paint, Glass and Wallpaper Stores (Primary); Specialty Retail (Primary); Capital Goods; Commercial and Professional Services; Commercial Design Services; Commercial Services and Supplies; Construction and Engineering; Construction and Engineering; Consumer Repair Services; Consumer Services; Diversified Consumer Services; Diversified Support Services; Industrials; Specialized Consumer Services; Specialty Contract Work",United States,0000060667,US Dollar
Dell Technologies Inc.,NYSE:DELL,DELL,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),137931.0,NYSE:DELL; SET:DELL19; SWX:DELL; WBAG:DELL; XTRA:12DA; BIT:1DELL; BMV:DELLC *; BOVESPA:D1EL34; BVL:DELL; DB:12DA; LSE:0A7D; MUN:12DA,Information Technology,"Computer Audio Equipment (Primary); Computer Components (Primary); Data Storage (Primary); Desktop Computers (Primary); Information Technology (Primary); Keyboards And Pointing Devices (Primary); Monitors (Primary); Personal Computers And Accessories (Primary); Servers (Primary); Technology Hardware and Equipment (Primary); Technology Hardware, Storage and Peripherals (Primary); Technology Hardware, Storage and Peripherals (Primary); Application Hosting Services; Application Software; Communications Equipment; Communications Equipment; Financial Services; Financial Services; Financials; Information Technology (IT) Consulting; Infrastructure Services; Internet Services and Infrastructure; IT Consulting and Other Services; IT Services; Networking Equipment; Routers and Switches; Services Outsourcing; Software; Software and Services; Specialized Finance; System and Platform Integration; Systems Software",United States,0001571996,US Dollar
Sandisk Corporation,NasdaqGS:SNDK,SNDK,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),137627.6,NasdaqGS:SNDK; SET:SNDK03; SET:SNDK23; BMV:SNDK1 *,Information Technology,"Data Storage (Primary); Flash Drives (Primary); Information Technology (Primary); Technology Hardware and Equipment (Primary); Technology Hardware, Storage and Peripherals (Primary); Technology Hardware, Storage and Peripherals (Primary); Computer and Electronics Retail; Consumer Discretionary; Consumer Discretionary Distribution and Retail; Online Computer Hardware and Software Retail; Specialty Retail",United States,0002023554,US Dollar
Booking Holdings Inc.,NasdaqGS:BKNG,BKNG,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),137542.1,NasdaqGS:BKNG; SET:BKNG80; SET:BKNG03; SNSE:BKNG; SNSE:BKNGCL; SWX:BKNG; SWX:BKNG; TSX:BKNG; WBAG:BOOK; XTRA:PCE1; BASE:BKNG; BIT:1BKNG; BMV:BKNG *; BOVESPA:BKNG34; BVL:BKNG; DB:PCE1; DB:PCE; LSE:0W2Y,Consumer Discretionary,"Consumer Discretionary (Primary); Consumer Services (Primary); Hotels, Resorts and Cruise Lines (Primary); Hotels, Restaurants and Leisure (Primary); Online Hotel Booking Services (Primary); Online Transportation Booking Services (Primary); Online Travel Agencies (Primary); Advertising; Commercial and Professional Services; Commercial Services and Supplies; Communication Services; Consumer Finance; Consumer Finance; Diversified Support Services; Financial Services; Financials; Industrials; Insurance; Insurance; Insurance Brokers; Media; Media and Entertainment",United States,0001075531,US Dollar
Western Digital Corporation,NasdaqGS:WDC,WDC,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),136673.0,NasdaqGS:WDC; WBAG:WDC; XTRA:WDC; BIT:1WDC; BMV:WDC *; BOVESPA:W1DC34; DB:WDC; LSE:0QZF,Information Technology,"Data Storage (Primary); Hard Drives (Primary); Information Technology (Primary); Technology Hardware and Equipment (Primary); Technology Hardware, Storage and Peripherals (Primary); Technology Hardware, Storage and Peripherals (Primary); Application Software; Digital; Enterprise Data Management; Enterprise Software; Memory Chips; Semiconductors; Semiconductors and Semiconductor Equipment; Semiconductors and Semiconductor Equipment; Software; Software and Services",United States,0000106040,US Dollar
Honeywell International Inc.,NasdaqGS:HON,HON,Public Company,Nasdaq Global Select (NasdaqGS),-,United States of America (Primary),135817.2,NasdaqGS:HON; SNSE:HONCL; SNSE:HON; TSX:HON; WBAG:HON; XTRA:ALD; BASE:HON; BASE:HOND; BIT:1HON; BMV:HON *; BOVESPA:HONB34; DB:ALD; DB:ALDB,Industrials,"Capital Goods (Primary); Industrial Conglomerates (Primary); Industrial Conglomerates (Primary); Industrials (Primary); Aerospace and Defense; Aerospace and Defense; Aerospace and Defense Maintenance and Services; Aircraft Systems, Components and Equipment; Application Software; Asbestos Brake Linings and Pads; Automobile Components; Automobiles and Components; Automotive Parts and Equipment; Automotive Retail; Brake and Brake Assemblies; Brakes and Wheel Bearings; Chemicals; Commercial and Professional Services; Commercial Services and Supplies; Commodity Chemicals; Consumer Discretionary; Consumer Discretionary Distribution and Retail; Consumer Durables and Apparel; Consumer Electronics; Development Tools; Electrical Components and Equipment; Electrical Equipment; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Enterprise Software; Household Durables; Industrial Heating, Ventilation, Air Conditioning, and Refrigeration Equipment and Supplies; Industrial Machinery and Supplies and Components; Industrial Organic Chemicals; Industry Specific Software; Information Technology; Machinery; Materials; Materials; Motor Vehicles Engines and Engine Parts; Office Products; Office Services and Supplies; Petrochemicals; Security and Alarm Systems; Semiconductor Materials and Equipment; Semiconductors and Semiconductor Equipment; Semiconductors and Semiconductor Equipment; Software; Software and Services; Software Development; Specialty Chemicals; Specialty Retail; Steering and Suspension System Components; Suspension Systems; Systems Software; Technology Hardware and Equipment; Technology Hardware, Storage and Peripherals; Wheel Bearings",United States,0000773840,US Dollar
S&P Global Inc.,NYSE:SPGI,SPGI,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),129943.9,NYSE:SPGI; TSX:SPGI; WBAG:SPGI; XTRA:MHL; BASE:SPGI; BASE:SPGID; BIT:1SPGI; BMV:SPGI *; BOVESPA:SPGI34; BRSE:SPGI; DB:MHL; DB:MHL0; LSE:0KYY,Financials,Business and Sovereign Credit Rating Agencies (Primary); Capital Markets (Primary); Financial Data Feeds (Primary); Financial Exchanges and Data (Primary); Financial Services (Primary); Financials (Primary); Application Software; Information Technology; Software; Software and Services,United States,0000064040,US Dollar
Danaher Corporation,NYSE:DHR,DHR,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),126386.6,NYSE:DHR; SWX:DHR; SWX:DHR; WBAG:DHRC; XTRA:DAP; BASE:DHR; BASE:DHRD; BIT:1DHR; BMV:DHR *; BOVESPA:DHER34; DB:DAP; LSE:0R2B,Health Care,"Health Care (Primary); Life Sciences Tools and Services (Primary); Life Sciences Tools and Services (Primary); Pharmaceuticals, Biotechnology and Life Sciences (Primary); Biotechnology; Biotechnology; Capital Goods; Electronic Equipment and Instruments; Electronic Equipment, Instruments and Components; Health Care Equipment; Health Care Equipment and Services; Health Care Equipment and Supplies; Health Care Technology; Health Care Technology; Healthcare Industry Software; Industrial Filtration Systems; Industrial Machinery and Supplies and Components; Industrials; Information Technology; Laboratory Apparatus; Machinery; Measuring, Analyzing, and Controlling Instruments; Medical Testing, Analyzing, and Diagnostic Equipment; Protein and Genome Sequence Products; Technology Hardware and Equipment",United States,0000313616,US Dollar
Stryker Corporation,NYSE:SYK,SYK,Public Company,New York Stock Exchange (NYSE),-,United States of America (Primary),126250.8,NYSE:SYK; WBAG:SYK; XTRA:SYK; BIT:1SYK; BMV:SYK *; BOVESPA:S1YK34; DB:SYK; LSE:0R2S,Health Care,"Health Care (Primary); Health Care Equipment (Primary); Health Care Equipment and Services (Primary); Health Care Equipment and Supplies (Primary); Medical Equipment (Primary); Medical Testing, Analyzing, and Diagnostic Equipment (Primary); Orthopedic Devices (Primary); Therapeutic Devices (Primary)",United States,0000310764,US Dollar
